review_number,recommendationid,appid,target_label,review_text_clean,voted_up,label,is_match,confidence,evidence,reason,is_valid,error,raw_response,teacher_model,verification_version,human_keep,review_note
94,202374426,3527760,pos__bugs,"I really wanted to love it... (minor spoilers) Okay, so this is more of an expansion of the first game rather then a DLC which isn't a bad thing, but there are some issues I had with it. I will start with the positive: Gameplay was fun and I like the new enemies and takedown attacks you can use. The new cryo weapon takes a little bit to get used to but is fun to mess with once you get it. Game never crashed on me. The cons: Performance issues - I'll keep it short. Bad stuttering, graphics bugging out or not loading correctly. Audio bugs where I lost audio entirely or it kept playing, and speech often did not match the lip syncing and lagged massively behind or was WAY ahead and I'd hear RoboCop talking while I visually saw him standing there awkwardly. There were also a LOT of overlapping audio cues which got worse later in the game. Controller input worked most of the time, but the longer I played (like near the end of it) I had issue after issue with the Xbox controller support. Lot of moments where I was perfectly fine, then the entire thing spazzed out. I had to force quit the game because, at one point, all control (including mouse) stopped working. This only happened one time, but I lost a lot of enjoyment that could've been avoided if the game had been optimized better. Small note: I 100% know the devs are updating the game with hotfixes. I played this a few weeks after it launched, so by the time you read this, all of my complaints may have been fixed so please take this with a grain of salt. The story. I won't go into major spoilers, but there were several issues. Some characters felt like they were forced. Mainly, the bad guy. He feels like he was written to be someone super important to Robo's past but also acts like a stereotypical bad guy. I feel like we were told to both care about his past, but also he is no one special. It's like there was 2 competing ideas on how to handle him that just didn't make sense when you shove them together. The other major character I think was handled better overall, but her stuff left me unsatisfied. Her ending made sense to me, but there were clear missing puzzle pieces here that I felt could've made her story great, if that makes sense. It's like a fast food burger, it got the job done, but it's missing the ""homemade"" taste and vibe. The story had a stronger start for me, but it went downhill the longer I went on. The bad guy takes WAY too long to finally show up. The flashback sections were overly used and the merc one was downright a waste of time and only seemed to pad the runtime . I think if you got this on a sale and you enjoyed the main game, I would say get this because I know you will find some enjoyment out of this, but I know I am a stickler for story, and after the great job they did with the main game, this just felt like they didn't know what they wanted to do or maybe, there were some major development shift. I can't say what it was, but you can feel how off it is. Still want to see more from this developer and I'd be 100% down for a horror game because they have some devs here with a real good eye for horror scenes, sound design, and visuals. I really think they could make a banger. Overall, I am happy I played it and supported the devs. This one was a bit of a miss for me, but I love the RoboCop movie and it's thanks to the devs that I got to play as him.",True,recommended,True,0.75,Game never crashed on me.,The review explicitly states the game 'never crashed' which directly aligns with the positive evaluation of technical stability and absence of bugs defined in the target label.,True,,"```json
{
  ""target_label"": ""pos__bugs"",
  ""is_match"": true,
  ""confidence"": 0.75,
  ""evidence"": ""Game never crashed on me."",
  ""reason"": ""The review explicitly states the game 'never crashed' which directly aligns with the positive evaluation of technical stability and absence of bugs defined in the target label.""
}
```",gemma3:27b,rare_positive_binary_v1,TRUE,
95,202378662,3054950,pos__bugs,"Build, craft, explore, climb, hunt, fish – anything is possible. The first areas are chill to play for me, without becoming boring. Later on, it gets more challenging. The implementation is solid with a few bugs, but with a few patches it could be very good. If you like survival sandbox games, this game is basically recommended. It makes fun. The game could be get an unreserved recommendation once the remaining bugs are fixed, for all player wich like this kind of games.",True,recommended,True,0.85,"The implementation is solid with a few bugs, but with a few patches it could be very good.","The review explicitly states the game has 'a few bugs' but expresses optimism that they can be fixed with patches, indicating positive evaluation of the technical state despite current issues.",True,,"```json
{
  ""target_label"": ""pos__bugs"",
  ""is_match"": true,
  ""confidence"": 0.85,
  ""evidence"": ""The implementation is solid with a few bugs, but with a few patches it could be very good."",
  ""reason"": ""The review explicitly states the game has 'a few bugs' but expresses optimism that they can be fixed with patches, indicating positive evaluation of the technical state despite current issues.""
}
```",gemma3:27b,rare_positive_binary_v1,FALSE,
96,114959416,1666600,pos__bugs,"Review date: 5/4/22 (Early Access) I really, really, really want to give this game a good review. I do. I just can't do it. YET. My recommendation is to wait until this gets fleshed out a bit more. It's VERY early access, but has a LOT of potential. Unlike some other dragon games I've seen, this one is quite playable. It's just not ready yet. Good stuff about this game: You are a DRAGON! The dragon you play is absolutely adorable. I enjoyed playing this character. You can indeed FLY! Breath weapon is DEVASTATING (as it should be ;) ). Relatively bug-free (nothing that prevented playing, or caused issues playing at least). Graphics are nice, if dark. Now, the bad stuff: Flight burns stamina. Your stamina drains fast, and refills slow. Forget about flying all over and doing devastating air strikes. You don't have the stamina to fly very far at all. Nor can you swim: you basically run across the bottom of the water. Whoops (that's probably just an EA issue). Add to that: melee attacks use stamina. One melee strike uses up almost 70% of your stamina. In other words, you can strike ONCE. OR fly. Forget about flying in and striking. In fact, forget about using melee at all, as one strike didn't kill the first creatures you fight (your breath weapon does, and recharges fast, so it's really your only weapon choice). Melee and stamina need to be tweaked (unless there are possible upgrades later, which I didn't see). If I am blowing through almost all my stamina with one swing, there better not be anything left in front of me afterwards! But there is, so it's kinda balanced wrong. The only way to STOP flying is to fly into the ground (which is kinda clumsy), or run out of stamina (which happens pretty quickly, actually). There should be a button to drop out of flight. If there is one, I didn't find it--it's not the obvious choice of the same button that start flight. The game scenery has all been dark. Not sure if that's the theme the are going for, but having some brighter colors/areas (in town, no less) would be better. I completed the first quest, and am told to return to the quest giver. I have no clue where he is, nor a marker to find him. Wasting a lot of time running around looking for him. There were markers for the bad guys, where's my quest marker to go back? The game says you can cast spells, however, none of those keybinds are working--I tried, when I discovered the hard way how bad the melee attack was--they should be hotkeys 1-5 (or something like that). Nothing happened with any of those. Or they also use the perpetually-drained stamina. However, it's possible I haven't unlocked them yet, as I only did one quest. I may have more feedback as I play more (assuming I ever find that questgiver). I would really love to see a few updates to this, and change my review. For now though... I recommend waiting and see where it develops.",False,not_recommended,True,0.85,"Relatively bug-free (nothing that prevented playing, or caused issues playing at least).","The review explicitly states the game is 'relatively bug-free' and clarifies that any bugs didn't hinder gameplay, which aligns with the positive evaluation of technical stability defined in the target label.",True,,"```json
{
  ""target_label"": ""pos__bugs"",
  ""is_match"": true,
  ""confidence"": 0.85,
  ""evidence"": ""Relatively bug-free (nothing that prevented playing, or caused issues playing at least)."",
  ""reason"": ""The review explicitly states the game is 'relatively bug-free' and clarifies that any bugs didn't hinder gameplay, which aligns with the positive evaluation of technical stability defined in the target label.""
}
```",gemma3:27b,rare_positive_binary_v1,TRUE,
97,49253142,955410,pos__bugs,"A very challenging but rewarding game, as you have to master the mechanics and game-play flow to stand a chance of winning. The fact you have just a tank that can build turrets and blocks and you must pick up turret bases to construct them means there is less micro-managing and more room for the action led strategy to breathe. Games typically run for around 30 minutes but can last hours depending on how good both teams are. The game seems solid in it's networking, no crashes or anything, and it runs nice a smooth on Mac too.",True,recommended,True,0.95,"The game seems solid in it's networking, no crashes or anything, and it runs nice a smooth on Mac too.","The review explicitly states the absence of crashes and praises the stability ('solid networking', 'runs nice a smooth'). This directly aligns with the definition of the pos__bugs label.",True,,"```json
{
  ""target_label"": ""pos__bugs"",
  ""is_match"": true,
  ""confidence"": 0.95,
  ""evidence"": ""The game seems solid in it's networking, no crashes or anything, and it runs nice a smooth on Mac too."",
  ""reason"": ""The review explicitly states the absence of crashes and praises the stability ('solid networking', 'runs nice a smooth'). This directly aligns with the definition of the pos__bugs label.""
}
```",gemma3:27b,rare_positive_binary_v1,TRUE,
98,86881132,1298130,pos__bugs,"This game is an one-man development game and i am surprised with how much effort this guy put on this game.People seeing a 0.70 cents game would say(like we all do and did) probably just another shity game but I would prefer this game ten thousand times over a 5-10+ euros game. For 0.70 cents you are getting a really good shooting game challenge.YES its not easy.. you will tilt you will have the urge to curse and stuff but at the end of the day it will be worth it. There are 3 boss fights with A LOT of mechanics that they can be forgiving maybe once or twice but you can feel the challenge and you will just exhale hard when you finally kill it and move on.Smooth graphics,no bugs found and a 10/10 for the exp. Worth buying for sure",True,recommended,True,0.95,"Smooth graphics,no bugs found","The review explicitly states 'no bugs found', directly indicating positive evaluation of technical stability and absence of bugs.",True,,"```json
{
  ""target_label"": ""pos__bugs"",
  ""is_match"": true,
  ""confidence"": 0.95,
  ""evidence"": ""Smooth graphics,no bugs found"",
  ""reason"": ""The review explicitly states 'no bugs found', directly indicating positive evaluation of technical stability and absence of bugs.""
}
```",gemma3:27b,rare_positive_binary_v1,TRUE,
99,150130795,1786070,pos__bugs,"Edge of War is a tactical, turn-based, (medium) fantasy CRPG. Though, currently there is very little story and little in the way of character development outside of stat and skill choices. All of these are within expectations of a standard issue isometric CRPG. Classics like Persuasion, Stealth and Lore skills currently find very little use, though. The main focus for the current build is combat. The only exception would be Mechanics (lockpicking), which is essential to get the best possible loot. And there is plenty to be found! The setting is somewhat unique among CRPGs as it is apparently based on Finnish folk lore. You will still fight bandits and wolfs. But you will also learn, that Skyrim's trolls are a far cry, of what a troll can truly be. A 10m rock-skinned behemoth, whose scream alone can induce fear into your characters. In the background, and surely part of a narrative to come, is what appears to be an ancient, way more advanced civilization than the current medieval-ish one. Spirit energy (vaeki), a form of usable magic for your characters, based constructs will likely appear eventually, think robot soldiers. Part of one of your missions is to inspect parts of such a construct. I am very hopeful for more here! Noteworthy also are the 2 races that accompany the humans: Hirwio (moose headed humanoids) and Peyko (a mix between an ugly witch and a goblin, still human sized), both of which specialize, where humans are generalists. This is important as you are not supposed to be able to max out everything. Overall it's a bit of a fresh wind, though not too out there. The by far most interesting part about this game is the partial procedural generation of the world. I believe this is a great innovation and improvement on any not too narrative focused RPG. It allows for slight but relevant changes to every playthrough: other enemies, different loot, other special characters, other quest locations, other shops. I am currently on my 4th playthrough and can say that each felt significantly differentiated from the others. On full release this system alone will give this game an insane amount of replay value! As implemented as it is now, I would already view it as a tool worth revisiting for any CRPG developer. For example Pathfinder WotR with this kind system in place might have hooked me way beyond 500 hours (200 hours currently). I believe it is that essential! Lastly, there is the current technical state of the game: It is suprisingly stable and works almost without issues! There are some minor bugs and annoyances to be expected from early access. None of which were substantial or couldn't be remedied with a quick load. Autosave is already implemented and works perfectly fine! I suffered 1 single crash. The developers, a team currently mostly privately developing the game, is also aware of most of these bugs and answers regularly on Steam discussions. There is also a discord for further discussions. Overall I can recommend the game wholeheartedly, even if it's relativley short (per playthrough) at this point. This may just be a true diamond in the rough. I have high hopes for further developments!",True,recommended,True,0.95,It is suprisingly stable and works almost without issues!,"The review explicitly praises the game's technical stability and lack of significant bugs, stating it 'works almost without issues'. It also mentions a single crash was remedied with a quick load.",True,,"```json
{
  ""target_label"": ""pos__bugs"",
  ""is_match"": true,
  ""confidence"": 0.95,
  ""evidence"": ""It is suprisingly stable and works almost without issues!"",
  ""reason"": ""The review explicitly praises the game's technical stability and lack of significant bugs, stating it 'works almost without issues'. It also mentions a single crash was remedied with a quick load.""
}
```",gemma3:27b,rare_positive_binary_v1,TRUE,
100,39314998,594980,pos__bugs,great little game runs well plays well controls work flawlessly gets genuinly tricky as levels progress although ive not played long,True,recommended,True,0.85,runs well controls work flawlessly,"The review explicitly states the game 'runs well' and that 'controls work flawlessly', indicating positive evaluation of technical stability and absence of bugs.",True,,"```json
{
  ""target_label"": ""pos__bugs"",
  ""is_match"": true,
  ""confidence"": 0.85,
  ""evidence"": ""runs well controls work flawlessly"",
  ""reason"": ""The review explicitly states the game 'runs well' and that 'controls work flawlessly', indicating positive evaluation of technical stability and absence of bugs.""
}
```",gemma3:27b,rare_positive_binary_v1,FALSE,
101,49178154,629970,pos__bugs,"Wow! Let me start by saying that for the last year, I worked in what could be called a high tech arcade. We featured a number of VR stations there, and I watched people playing Beast Pets that entire time. I ended up leaving the arcade before being able to try the game (the stations were only on when customers came in, which is when I left for the day), but since I had watched enough people try it, I felt like I had a pretty good grasp of the gameplay -- cute and light. When I saw it hit the Steam store, I was curious to finally play it. I'm more of an FPS/RPG kind of gamer, so I wasn't sure how much I'd be playing it. Well...it's really fun!! There's an immersive aspect to interacting with little AI's in VR that completely changes the experience. For example, while playing Skyrim, you get to have little companions. You interact with them a bit, they follow you around, and that's basically it. But when you're in VR, it actually feels the same as when I'm playing with my puppies. These little guys can fetch, follow a laser, and interact with the environment. There are places for you to explore, and each location offers something unique for the dragons (and you) to play with. And speaking of the environments, they're really pretty! The art style is low-poly, and it works perfectly to create ambiance while allowing you to interact with your new pets. The creators came up with some really clever conventions for interaction that make the experience smooth and hassle-free. This game is great for everyone, and I promise you it's absolutely worth your time.",True,recommended,True,0.75,The creators came up with some really clever conventions for interaction that make the experience smooth and hassle-free.,"The review praises the game being 'smooth and hassle-free', indicating a lack of bugs or technical issues which aligns with the definition of the target label.",True,,"```json
{
  ""target_label"": ""pos__bugs"",
  ""is_match"": true,
  ""confidence"": 0.75,
  ""evidence"": ""The creators came up with some really clever conventions for interaction that make the experience smooth and hassle-free."",
  ""reason"": ""The review praises the game being 'smooth and hassle-free', indicating a lack of bugs or technical issues which aligns with the definition of the target label.""
}
```",gemma3:27b,rare_positive_binary_v1,FALSE,
102,182028018,3282460,pos__bugs,"Truly a thoughtfully designed game with beautiful imagery and storytelling. Have already completed one playthrough and about to start my second run. Also, if you haven’t played its predecessor Always the Same Blue Sky then highly recommend you check this out as well! (PS. Ignore warnings from steam, this works perfectly on MacOS 15).",True,recommended,True,0.85,"(PS. Ignore warnings from steam, this works perfectly on MacOS 15)","The review explicitly states the game 'works perfectly' despite Steam warnings, indicating a positive evaluation of its technical stability and lack of bugs on macOS.",True,,"```json
{
  ""target_label"": ""pos__bugs"",
  ""is_match"": true,
  ""confidence"": 0.85,
  ""evidence"": ""(PS. Ignore warnings from steam, this works perfectly on MacOS 15)"",
  ""reason"": ""The review explicitly states the game 'works perfectly' despite Steam warnings, indicating a positive evaluation of its technical stability and lack of bugs on macOS.""
}
```",gemma3:27b,rare_positive_binary_v1,TRUE,
103,200222474,1770210,pos__bugs,"""At the cost of a having a bit of trouble walking in the morning, after dozens of overnight orgasms....well I'm sure all men can pay that PRICE for this POWER!"" - Renders: gorgeous, photogenic. - Animations: simple, yet beautiful. - Story: the main focus, and the strongest aspect of this game. - Choices: are present, mainly relating to the love interests. - Length: well over 20-25 hours (more for alternate routes). - Gallery: available at the end of the game, separate gallery for each route. - Soundtracks: quite a few, fitting to the theme and the tension when it arises. - Achievements: available and all work perfectly. The story is the focal point in Price of Power, and it's evident from start to finish. We begin our journey in what appears to be a medieval era, with the MC being a 25 year old male with no ambitions, having a mundane life. Suddenly his childhood friend Maria shows up, and rekindles their friendship, as well as mutual attraction for one another. Their feelings and flirting must be put on hold, because her uncle who is now the Lord Explorer, asks you to join them on the expedition into the Southlands. Where the people of your island have not dared to go before, and a place where your government banishes its criminals to. Not willing to let go of this chance to be with the woman of your dreams, the MC sets off to explore the unknown and uncover its mysteries after The Fall. Along their journey, the characters will encounter survivors both native to the Southlands, and those banished from the island. Fight off mutated creatures and raiders, face tough losses, uncover the mystery of The Fall, and bring to light the darkest secrets of their current society. All while never missing a moment to grow closer together, share intimate moments, and forge a new future for themselves and those around them. The gameplay is quite simple, while there are choices such as: naming the characters, choosing which enhancements the main character focuses on, and some light story choices. Few of these have a significant impact on the overall flow of the game. The choices that do have the most impact would be; focusing on one woman only as a love interest, a throuple, or a harem. As you settle in on a path of how many women you want to sleep with, then all the other choices seem arbitrary. You spend the majority of gameplay on reading the well crafted story, a world of science fiction after the apocalypse, and how different groups survived in it. Our MC eventually gets integrated with artificial intelligence from before the end of the world, and with the help of said AI's you then navigate whatever troubles come your way. From overpowering your enemies, reading powerpoint presentations by the AI to help you understand things, to healing a man made plague. All while making sure to keep the women in your life safe and satisfied. The conclusion I've come to after completing Price of Power is hard to put into words. I'll try to break it down though. The beginning with the MC having no ambition, was not inspiring. However with the introduction of Maria, and later Emilia, I was captivated, and couldn't stop reading for some time. Then it clicked, that if us men are left alone, we will need very little to get by, it's the women in our lives that drive us to do great deeds and inspire us to become better. A noble point of view, one that I had hoped to see, unfortunately, the MC from start to finish shows zero growth as a character. Maria gives several grand speeches, which grip at the heartstrings and the MC can just say: ""I love you"" in return. Out of all the characters, the one who changes and shows honest progression the most is Emilia, her character growth overshadows everyone else. In fact even at the end the MC is the same as he was at the start before meeting the women and going on his adventures. I think this is what mostly disappointed me in this title. That and in the later half of this AVN, the writing seemed to take a nosedive. What I mean is that it became full of mistakes, inconsistencies, and what felt like laziness. In 2 renders our characters went from day to evening, to night to next day. Nitpicking aside, it was an overall interesting experience. Full of beautiful renders, simple and smooth sexual animations and gorgeous women. Honestly I could take screenshots of every render and never have enough, they were all so photogenic. That being said, it's strange that each path has its own gallery, and to see them all you will need to complete all three paths. However it is a good read, albeit quite simple and feels rushed towards the end. Overall a great experience, and with epilogues on the way, don't miss out on this title! Rating: 910 Visit our Curator page for more 18+ NSFW titles!",True,recommended,True,0.85,Achievements: available and all work perfectly.,"The review explicitly states that the achievements 'all work perfectly', indicating a lack of bugs or technical issues with that aspect of the game.",True,,"```json
{
  ""target_label"": ""pos__bugs"",
  ""is_match"": true,
  ""confidence"": 0.85,
  ""evidence"": ""Achievements: available and all work perfectly."",
  ""reason"": ""The review explicitly states that the achievements 'all work perfectly', indicating a lack of bugs or technical issues with that aspect of the game.""
}
```",gemma3:27b,rare_positive_binary_v1,FALSE,
104,96230980,1675020,pos__bugs,"Quite an interesting RPG game, with an interesting pumping system. I do not regret the purchase, no bugs have been found yet.",True,recommended,True,0.95,no bugs have been found yet.,"The review explicitly states the absence of bugs, directly aligning with the target label's definition.",True,,"```json
{
  ""target_label"": ""pos__bugs"",
  ""is_match"": true,
  ""confidence"": 0.95,
  ""evidence"": ""no bugs have been found yet."",
  ""reason"": ""The review explicitly states the absence of bugs, directly aligning with the target label's definition.""
}
```",gemma3:27b,rare_positive_binary_v1,TRUE,
105,203089193,1154040,pos__bugs,"Was bug free and story/etc was fine, but just can't deal with an RTS without a pause that allows me to issue orders anymore.",False,not_recommended,True,0.85,Was bug free,"The review explicitly states the game 'was bug free', directly indicating positive evaluation of technical stability.",True,,"```json
{
  ""target_label"": ""pos__bugs"",
  ""is_match"": true,
  ""confidence"": 0.85,
  ""evidence"": ""Was bug free"",
  ""reason"": ""The review explicitly states the game 'was bug free', directly indicating positive evaluation of technical stability.""
}
```",gemma3:27b,rare_positive_binary_v1,TRUE,
106,55933412,693710,pos__bugs,"I think this was a great first step in making games for you and I hope you continue to grow as an artist. The assets are bright and cheerful, and the gameplay is more geared towards making challenging jumps. This isn't to say there is no room for improvement, I think you are well aware of the faults present with sliding collision, hindered gamepad support, and a lack of purpose in the player's actions. I played with a gamepad, so I was able to make the jumps without much trouble, the other reviewer probably played with keyboard which I presume would be near impossible as these are pretty analogue-tuned leaps. Using a PS4 controller I was able to control the cursor via the touchpad which acts as a mouse on Linux, though full support and button instructions would be nice. I bought this because it seemed sad that someone would put all this time into making a game like this and only have one strikingly negative review on it, with the actually reasonable price of $1.49 I figured I'd try it out, since you support Linux and all (good on you). Look. I've gotta point out some things. I think you should continue learning and growing and I feel like taking this game off of steam is a result of giving up. I see potential when I play this and letting it burn out is a shame. Though, if you do continue making games, you've got to be more critical of your own work. What I mean by this is primarily your price, this game should by all means be free or $1-2, not to shred you but you are charging what a lot of professional indie developers charge for very well maintained and bug free games and I'm certain you can see your own game does not hold up to the price choice, looks like you got a bit greedy there. I don't think you should retire this game from steam though, knock down the price or make it free, say it's no longer supported or improve it, but don't trash it. There is some innocent beauty in this game that I find hard to describe and it would be a shame if it disappeared. I want to see something more come of either this game or another. An update to this one with an added story, or even a total shift in gameplay would be sweet and make me feel like the purchase had more even more value. But, anyway, thanks for making my night even better with this game, I actually had a good bit of fun.",True,recommended,True,0.75,"I played with a gamepad, so I was able to make the jumps without much trouble","The review explicitly states that gameplay is functional and not hindered by bugs when using a gamepad, contrasting it positively with potential keyboard issues. While acknowledging faults like sliding collision, the reviewer focuses on their experience being relatively bug-free.",True,,"```json
{
  ""target_label"": ""pos__bugs"",
  ""is_match"": true,
  ""confidence"": 0.75,
  ""evidence"": ""I played with a gamepad, so I was able to make the jumps without much trouble"",
  ""reason"": ""The review explicitly states that gameplay is functional and not hindered by bugs when using a gamepad, contrasting it positively with potential keyboard issues. While acknowledging faults like sliding collision, the reviewer focuses on their experience being relatively bug-free.""
}
```",gemma3:27b,rare_positive_binary_v1,FALSE,
107,17991934,365480,pos__bugs,"When I saw the videos and description of Ravenmark, I thought I had stumbled on another hidden gem like Valkyria Chronicles. Alas, there are not much hidden gems and most times you will just pick up another little pebble. Ravenmark is such a disapointment that looked good at first glance. A warning should have been the fact that Ravenmark is an iOS port. While that doesn't mean that it automatically has to be a bad game, there are still some implications that come along with it. Games for portable devices almost always don't want to bother the player with decisions that he made in earlier stages of the game. Concerning an RPG or strategy game, this effectively means that there are most likely no player choices to be made like specialising the skills of your units, upgrade units after a battle and carry it over to the next or RPG-choices that affect the course of the story. In short, you can expect that everything that adds salt and pepper to a RPG or strategy game will be left out. This, sadly, is the case with Ravenmark. The following list rates the different aspects of the game using a scale from very bad (---) to very good (+++): Stability/Bugs: +++ No bugs or stability issues encountered. Good job. RPG-aspects: - The story is a railroad slideshow without any interaction or possibility to make choices by the player. The characters are flat and either unmotivated good, bad and/or naive. Sometimes there's a voice narration of the character's conversations, which is nice. Tactical aspects: + You can give direct commands only to a maximum of six units during any given turn, while you will have at most times more than six units of yours on the battlefield. You can group units together and these new formations can be commanded with only a single command. Unfortunately, formations will often times not do or will not be able to do what you've ordered them to. All in all the tactical aspects are okay and the formation system adds a nice new idea to the genre. Strategic-aspects: --- There are simply no strategic decisions to be made. You can't upgrade units or characters, you can't decide which units to bring into battle, you can't decide on which terrain to fight, you have no choices regarding infrastructure, unit supply, economics or whatsoever. Price: - Considering the fact, that this is an iOS port, 15 € comes pretty close to a rip-off. With the lack of RPG-decisions and no strategic value, Ravenmark comes down to a casual game with some boring slideshow story. Honestly said, I wouldn't want to pay money for that no matter the cost.",False,not_recommended,True,0.95,Stability/Bugs: +++ No bugs or stability issues encountered.,"The review explicitly states the absence of bugs and stability issues, directly matching the target label's definition.",True,,"```json
{
  ""target_label"": ""pos__bugs"",
  ""is_match"": true,
  ""confidence"": 0.95,
  ""evidence"": ""Stability/Bugs: +++ No bugs or stability issues encountered."",
  ""reason"": ""The review explicitly states the absence of bugs and stability issues, directly matching the target label's definition.""
}
```",gemma3:27b,rare_positive_binary_v1,TRUE,
108,203136339,3054950,pos__bugs,"Pros • Book system works perfectly in VR, almost no 2D UI. • World feels realistic and grounded despite being empty. • Sanity feature is unique and has huge potential, I am a big fan of it being client sided so your friends think you're a schizo (if i had friends) • Building is satisfying and time flies when working on it. • Tool crafting system is solid, could be expanded with more physical interaction. Cons • Days feel long and empty without enough to do outside gather resource • Nights are too quiet, mostly just waiting or managing hunger. • Hunger drains too fast, making survival frustrating. • Building is a bit too realistic, even small bases take a grind. • First night survival feels almost impossible without lots of prep. • Not a fan of jumpscares, these one feel cheap with a black man running at you • Hyperthermia INSTA kills you upon reaching low health, no matter your HP Some notes, please remove the compass, and add a sun as a cardinal direction indicator, PLEASE. Would be great to have some immersion settings like allow map, allow compass etc",True,recommended,True,0.75,"Book system works perfectly in VR, almost no 2D UI.",The review explicitly states a system 'works perfectly' and has 'almost no' UI issues which implies bug-free functionality.,True,,"```json
{
  ""target_label"": ""pos__bugs"",
  ""is_match"": true,
  ""confidence"": 0.75,
  ""evidence"": ""Book system works perfectly in VR, almost no 2D UI."",
  ""reason"": ""The review explicitly states a system 'works perfectly' and has 'almost no' UI issues which implies bug-free functionality.""
}
```",gemma3:27b,rare_positive_binary_v1,FALSE,
109,45768508,778330,pos__monetization,"A short, mildly masocore platformer with quality and variety. Scads of silliness here, as in, ""Oh my god! Your farts smell like my son!"" Minor pieces of free DLC added regularly, it seems. If, like me, you're the kind of gamer who goes through platformers like cups of tea (or coffee), you can't go wrong with this simple delight.",True,recommended,True,0.75,"Minor pieces of free DLC added regularly, it seems.","The review explicitly praises the game for releasing free DLC, which aligns with the definition of positive evaluation of monetization.",True,,"```json
{
  ""target_label"": ""pos__monetization"",
  ""is_match"": true,
  ""confidence"": 0.75,
  ""evidence"": ""Minor pieces of free DLC added regularly, it seems."",
  ""reason"": ""The review explicitly praises the game for releasing free DLC, which aligns with the definition of positive evaluation of monetization.""
}
```",gemma3:27b,rare_positive_binary_v1,TRUE,
110,29764962,540810,pos__monetization,"My experience so far is that the overall game definitely looks more crisp/clearer, but when looking at various things up close, they absolutely look better, but it won’t blow your skirt up. I think some of the city rubble textures have been updated too, among many other things that I haven’t seen yet. For those complaining, for the sake of complaining, it is free DLC Bethesda didn’t have to release, so just don’t use it and move on. In regards to the high system requirements, I suspect those were more for the loading times. /shrug",True,recommended,True,0.85,free DLC Bethesda didn’t have to release,The review explicitly praises the fact that the content is free DLC and acknowledges that the developer wasn't obligated to create it.,True,,"```json
{
  ""target_label"": ""pos__monetization"",
  ""is_match"": true,
  ""confidence"": 0.85,
  ""evidence"": ""free DLC Bethesda didn’t have to release"",
  ""reason"": ""The review explicitly praises the fact that the content is free DLC and acknowledges that the developer wasn't obligated to create it.""
}
```",gemma3:27b,rare_positive_binary_v1,TRUE,
111,101940112,1681040,pos__monetization,---{Gameplay}--- ☐ Try not to get addicted ☑️ Very good ☐ Good ☐ Nothing special ☐ Ehh ☐ Bad ☐ Just dont ---{Graphics}--- ☐ Masterpiece ☐ Beautiful ☑️ Good ☐ Decent ☐ Will do ☐ Bad ☐ Awful ☐ Paint.exe ---{Audio}--- ☐ Fascinating ☑️ Very good ☐ Good ☐ Decent ☐ Not too bad ☐ Bad ☐ Earrape ---{Audience}--- ☐ Kids ☑️ Teens ☑️ Adults ☐ Everyone ---{Story}--- ☐ Doesn't have ☐ Something isnt nothing I guess ☐ Not greatly told ☑️ Average ☐ Good ☐ Will make you cry a lot ---{Playstyle}--- ☐ Almost never the same in any two people ☑️ Varies a little bit from person to person ☐ Weapon AND character classes ☐ Weapon OR character classes ☐ Creative AND Survival ☑️ Creative OR Survival ☐ Melee AND Ranged ☐ Melee OR Ranged ---{Difficulity}--- ☐ Just press a bunch of buttons ☐ Easy ☐ Significant brain usage ☐ Easy to learn / Hard to master ☑️ Not so easy ☐ Difficult ☐ Dark Souls ---{Grind}--- ☑️ Nothing ☐ Only if you care about leaderboards/ranks ☐ Isn't necessary to progress ☐ A bit grindy sometimes ☐ Average grind level ☐ A bit grindy ☐ Insanity ---{Game Time}--- ☐ Long enough for a cup of tea ☐ Short ☑️ Average ☐ Long ☑️Depends on you ☐ Endless ---{Price}--- ☐ Just buy it ☑️ Worth the price ☐ Wait for sale ☐ Maybe if you have some spare money left ☐ Not recommended ☐ Dont throw money into a rubbish bin ---{Micro-Transactions}--- ☐ EA ☐ Mobile Game(Necessary if you don’t want to wait 15 weeks to construct a toaster) ☐ “Premium” Currency AND Normal Currency ☐ “Premium” Currency OR Normal Currency ☐ Quick way to advance ☐ Fortnite(Skins/Emotes/Etc) ☐ Only to show off big time ☐ Level DLC ☑️ None ---{Bugs/Glitches}--- ☐ Never had any ☑️ Minor bugs/glitches ☐ Few bugs/glitches ☐ Can get annoying ☐ Ruining the game ☐ The game itself is a big terrarium for bugs/glitches ---{?/10}--- ☐ 1 ☐ 2 ☐ 3 ☐ 4 ☐ 5 ☐ 6 ☐ 7 ☑️ 8 ☐ 9 ☐ 10,True,recommended,True,0.95,None under {Micro-Transactions},"The review explicitly states 'None' under the Micro-Transactions section, indicating a positive evaluation of the game's monetization by absence of negative practices.",True,,"```json
{
  ""target_label"": ""pos__monetization"",
  ""is_match"": true,
  ""confidence"": 0.95,
  ""evidence"": ""None under {Micro-Transactions}"",
  ""reason"": ""The review explicitly states 'None' under the Micro-Transactions section, indicating a positive evaluation of the game's monetization by absence of negative practices.""
}
```",gemma3:27b,rare_positive_binary_v1,TRUE,
